"","ename","inttime","survey","cluster","eanum","hhnum","hhid","intdate","burnyn","whatburn","whatburnother","spray","closewindow","closetime","airbricks","scrairbricks","sdoors","ceiling","result","otherresult","totvisit","nonanophfem","nonanophmal","gambiaef","gambiaem","funestusf","funestusm","othanophfem","othanophmal"
"631","NYANGABAKYE FRANCIS","2018-05-15 09:03:30.000",3,43,9,27,304309027,"2018-05-16 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"632","NYANGABAKYE FRANCIS","2018-05-14 07:22:44.000",3,43,10,50,304310050,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,10,3,0,0,0,0,0,0
"633","WATUWA PHILIP PETER","2018-05-16 07:27:56.000",3,44,1,39,304401039,"2018-08-11 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"634","WATUWA PHILIP PETER","2018-05-10 09:03:14.000",3,44,2,77,304402077,"2018-08-09 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"635","WATUWA PHILIP PETER","2018-08-11 07:39:35.000",3,44,3,101,304403101,"2018-08-08 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"636","WATUWA PHILIP PETER","2018-08-09 09:11:23.000",3,44,4,20,304404020,"2018-08-09 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"637","WATUWA PHILIP PETER","2018-08-08 08:13:35.000",3,44,5,19,304405019,"2018-08-11 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"638","WATUWA PHILIP PETER","2018-08-09 07:27:38.000",3,44,6,78,304406078,"2018-08-09 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"639","WATUWA PHILIP PETER","2018-08-11 08:13:26.000",3,44,7,150,304407150,"2018-08-10 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"640","WATUWA PHILIP PETER","2018-08-10 09:05:11.000",3,44,9,42,304409042,"2018-08-10 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"641","WATUWA PHILIP PETER","2018-08-10 07:11:59.000",3,44,8,12,304408012,"2018-08-08 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,2,0,0,0,0,0,0,0,0
"642","WATUWA PHILIP PETER","2018-08-09 08:06:33.000",3,45,1,47,304501047,"2018-08-08 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"643","WATUWA PHILIP PETER","2018-08-08 09:51:21.000",3,45,2,70,304502070,"2018-08-06 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"644","WATUWA PHILIP PETER","2018-08-08 07:38:41.000",3,45,3,141,304503141,"2018-08-05 00:00:00.000","No","Coil","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"645","WATUWA PHILIP PETER","2018-08-06 08:49:09.000",3,45,4,79,304504079,"2018-08-06 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"646","WATUWA PHILIP PETER","2018-08-05 07:34:06.000",3,45,5,61,304505061,"2018-08-06 00:00:00.000","No","-9","-9","No","Yes","-9","No(or not all)","-9","No(or not all)","No","Completed",-9,2,0,0,0,0,0,0,0,0
"647","WATUWA PHILIP PETER","2018-08-06 07:59:56.000",3,45,6,31,304506031,"2018-08-05 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"648","WATUWA PHILIP PETER","2018-08-06 07:27:57.000",3,45,7,11,304507011,"2018-08-06 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"649","WATUWA PHILIP PETER","2018-08-05 08:31:11.000",3,45,8,87,304508087,"2018-08-07 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,2,0,0,0,0,0,0,0,0
"650","WATUWA PHILIP PETER","2018-08-06 09:49:14.000",3,45,9,10,304509010,"2018-08-07 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"651","WATUWA PILIP PETER","2018-08-07 10:02:31.000",3,45,10,51,304510051,"2018-08-07 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"652","TUMWESIGYE LABAN","2018-05-10 07:11:07.000",3,22,8,13,302208013,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"653","TUMWESIGYE LABAN","2018-05-10 07:40:08.000",3,22,9,5,302209005,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"654","TUMWESIGYE LABAN","2018-05-12 07:18:13.000",3,22,10,145,302210145,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,1,2,0,0,0,0,0
"655","TUMWINE YONAH","2018-05-12 08:06:07.000",3,23,1,113,302301113,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"656","TUMWINE YONAH","2018-05-10 08:43:32.000",3,23,2,57,302302057,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"657","TUMWINE YONAH","2018-05-10 07:30:40.000",3,23,3,24,302303024,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,1,0,2,0,0,0
"658","TUMWINE YONAH","2018-05-10 08:50:42.000",3,23,4,27,302304027,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"659","TUMWINE YONAH","2018-05-09 08:38:43.000",3,23,5,29,302305029,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"660","TUMWINE YONAH","2018-05-12 08:43:43.000",3,23,6,25,302306025,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,1,2,0,2,1,1,0
"661","TUMWINE YONAH","2018-05-12 08:58:32.000",3,23,7,22,302307022,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,1,0,1,1,0,0
"662","TUMWINE YONAH","2018-05-09 07:41:34.000",3,23,8,251,302308251,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,10,0,1,0,0,0
"663","ODOL WILFRED","2018-07-28 08:58:32.000",3,10,3,77,301003077,"2018-07-26 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"664","ODOL WILFRED","2018-07-31 09:33:27.000",3,10,4,46,301004046,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"665","ODOL WILFRED","2018-07-26 09:31:41.000",3,10,5,56,301005056,"2018-07-29 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"666","ODOL  WILFRED","2018-07-28 08:04:45.000",3,10,6,167,301006167,"2018-07-26 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"667","ODOL WILFRED","2018-07-29 09:51:45.000",3,10,7,177,301007177,"2018-07-26 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","Yes(all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"668","ODOL WILFRED","2018-07-26 08:21:05.000",3,10,8,152,301008152,"2018-07-30 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"669","ODOL WILFRED","2018-07-26 07:39:28.000",3,10,9,37,301009037,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"670","ODOL WILFRED","2018-07-30 09:30:47.000",3,10,10,111,301010111,"2018-07-31 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"671","ODOL WILFRED","2018-07-28 09:48:14.000",3,11,1,74,301101074,"2018-08-03 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"672","ODOL WILFRED","2018-07-31 07:31:12.000",3,11,2,73,301102073,"2018-08-01 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"673","ODOL WILFRED","2018-08-03 07:56:14.000",3,11,3,53,301103053,"2018-08-01 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"674","ODOL WILFRED","2018-08-01 07:58:46.000",3,11,4,143,301104143,"2018-08-01 00:00:00.000","No","-9","-9","No","Yes","After 10pm","No(or not all)","-9","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"675","ODOL WILFRED","2018-08-01 08:52:51.000",3,11,5,26,301105026,"2018-08-03 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","Yes(all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"676","ODOL WILFRED","2018-08-01 09:37:25.000",3,11,6,90,301106090,"2018-08-04 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"677","ODOL WILFRED","2018-08-03 09:09:26.000",3,11,7,114,301107114,"2018-08-02 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"678","ODOL WILFRED","2018-08-04 09:59:52.000",3,11,8,25,301108025,"2018-08-02 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"679","ODOL WILFRED","2018-08-02 08:04:11.000",3,11,9,18,301109018,"2018-08-04 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"680","ODOL WILFRED","2018-08-02 08:45:28.000",3,11,10,12,301110012,"2018-08-04 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,0,0,0,0,0,0,0
"681","BATTE DERRICK JOVAN","2018-08-04 08:34:05.000",3,14,1,129,301401129,"2018-07-25 00:00:00.000","No","-9","-9","No","No","-9","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"682","BATTE DERRICK JOVAN","2018-08-04 07:27:52.000",3,14,2,54,301402054,"2018-07-25 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","Yes(all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"683","BATTE DERRICK JOVAN","2018-07-25 09:12:31.000",3,14,3,11,301403011,"2018-07-25 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"684","BATTE DERRICK JOVAN","2018-07-25 07:07:34.000",3,14,4,2,301404002,"2018-07-25 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"685","BATTE DERRICK JOVAN","2018-07-25 08:08:15.000",3,14,5,27,301405027,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"686","BATTE DERRICK JOVAN","2018-07-25 07:33:37.000",3,14,6,60,301406060,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"687","BATTE DERRICK JOVAN","2018-07-28 06:33:21.000",3,14,7,78,301407078,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","Yes(all)","No(or not all)","No","Completed",-9,1,39,20,0,0,0,0,0,0
"688","BATTE DERRICK JOVAN","2018-07-28 06:46:22.000",3,14,8,30,301408030,"2018-07-26 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"689","BATTE DERRICK JOVAN","2018-07-28 07:01:41.000",3,14,9,96,301409096,"2018-07-26 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"690","BATTE DERRICK JOVAN","2018-07-26 08:03:59.000",3,14,10,69,301410069,"2018-07-26 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"691","BATTE DERRICK JOVAN","2018-07-26 09:28:46.000",3,15,1,55,301501055,"2018-07-26 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"692","BATTE DERRICK JOVAN","2018-07-26 08:48:46.000",3,15,2,54,301502054,"2018-07-27 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"693","BATTE DERRICK JOVAN","2018-07-26 09:58:49.000",3,15,3,7,301503007,"2018-07-27 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"694","BATTE DERRICK JOVAN","2018-07-27 10:05:57.000",3,15,4,4,301504004,"2018-07-27 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"695","BATTE DERRICK JOVAN","2018-07-27 08:53:39.000",3,15,5,83,301505083,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"696","BATTE DERRICK JOVAN","2018-07-27 09:22:38.000",3,15,6,17,301506017,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,2,0,0,0,0,0,0,0
"697","BATTE DERRICK JOVAN","2018-07-28 07:51:44.000",3,15,7,54,301507054,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"698","BATTE DERRICK JOVAN","2018-07-28 08:22:28.000",3,15,8,95,301508095,"2018-07-29 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"699","BATTE DERRICK JOVAN","2018-07-28 08:45:34.000",3,15,9,16,301509016,"2018-07-29 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"700","BATTE DERRICK JOVAN","2018-07-29 07:35:47.000",3,15,10,20,301510020,"2018-07-29 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"701","ISABIRYE  EMMANUEL","2018-07-29 09:21:19.000",3,16,1,1,301601001,"2018-08-01 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"702","ISABIRYE  EMMANUEL","2018-07-29 08:25:58.000",3,16,2,81,301602081,"2018-08-02 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"703","ISABIRYE   EMMANUEL","2018-08-01 09:54:10.000",3,16,3,88,301603088,"2018-08-01 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,2,0,0,0,0,0,0,0
"704","ISABIRYE   EMMANUEL","2018-08-02 08:49:01.000",3,16,4,110,301604110,"2018-08-06 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"705","ISABIRYE   EMMANUEL","2018-08-01 08:29:22.000",3,16,5,35,301605035,"2018-08-02 00:00:00.000","No","-9","-9","No","No","-9","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,3,0,0,0,0,0,0
"706","ISABIRYE   EMMANUEL","2018-08-06 09:00:53.000",3,16,6,45,301606045,"2018-08-06 00:00:00.000","No","-9","-9","No","No","-9","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"707","ISABIRYE  EMMANUEL","2018-08-02 07:41:24.000",3,16,7,56,301607056,"2018-08-02 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","7","No","Completed",-9,1,0,0,0,0,0,0,0,0
"708","MUSASIZI ERIC","2018-07-28 08:20:20.000",3,42,3,95,304203095,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,2,0,0,0,0,0,0
"709","MUSASIZI ERIC","2018-07-28 08:10:29.000",3,42,4,77,304204077,"2018-07-30 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"710","MUSASIZI ERIC","2018-07-28 08:40:28.000",3,42,5,36,304205036,"2018-07-30 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"711","MUSASIZI ERIC","2018-07-30 07:01:48.000",3,42,6,9,304206009,"2018-07-30 00:00:00.000","No","-9","-9","No","CLOSED ALWAYS","-9","No(or not all)","-9","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"712","MUSASIZI ERIC","2018-07-30 08:04:26.000",3,42,7,82,304207082,"2018-07-29 00:00:00.000","No","-9","-9","No","No windows","-9","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"713","MUSASIZI ERIC","2018-07-30 07:05:21.000",3,42,8,67,304208067,"2018-07-29 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"714","MUSASIZI ERIC","2018-07-29 07:41:48.000",3,42,9,28,304209028,"2018-07-29 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"715","MUSASIZI ERIC","2018-07-29 08:24:50.000",3,42,10,230,304210230,"2018-07-29 00:00:00.000","No","-9","-9","No","No windoors","-9","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"716","NYANGABAKYE FRANCIS","2018-07-29 07:57:49.000",3,43,1,16,304301016,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,3,3,0,0,0,0,0,0
"717","NUWAMANYA PATRICK","2018-08-03 08:29:18.000",3,61,5,40,306105040,"2018-07-31 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"718","NUWAMANYA PATRICK","2018-08-03 07:32:02.000",3,61,6,5,306106005,"2018-08-02 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"719","NUWAMANYA PATRICK","2018-07-31 07:47:54.000",3,61,7,13,306107013,"2018-08-01 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"720","NUWAMANYA PATRICK","2018-08-02 09:33:34.000",3,61,8,22,306108022,"2018-07-31 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"721","NUWAMANYA PATRICK","2018-08-01 08:53:08.000",3,61,9,56,306109056,"2018-07-30 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,0,0,0,0,0,0,0
"722","NUWAMANYA PATRICK","2018-07-31 09:53:14.000",3,61,10,58,306110058,"2018-08-02 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"723","NUWAMANYA PATRICK","2018-07-30 09:48:55.000",3,62,1,36,306201036,"2018-07-27 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"724","NUWAMANYA PATRICK","2018-08-02 08:35:36.000",3,62,2,31,306202031,"2018-07-27 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"725","NUWAMANYA PATRICK","2018-07-27 09:50:54.000",3,62,3,57,306203057,"2018-07-24 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"726","NUWAMANYA PATRICK","2018-07-27 09:07:38.000",3,62,4,82,306204082,"2018-07-24 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"727","NUWAMANYA PATRICK","2018-07-24 07:15:14.000",3,62,5,126,306205126,"2018-07-26 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"728","NUWAMANYA PATRICK","2018-07-24 08:02:22.000",3,62,6,59,306206059,"2018-07-24 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"729","NUWAMANYA PATRICK","2018-07-26 07:10:20.000",3,62,7,144,306207144,"2018-07-24 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,2,0,0,0,0,0,0,0
"730","NUWAMANYA PATRICK","2018-07-24 09:19:47.000",3,62,8,55,306208055,"2018-07-25 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,9,0,0,0,0,0,0,0
"731","NUWAMANYA PATRICK","2018-07-24 09:53:38.000",3,62,9,27,306209027,"2018-07-25 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,1,0,0,0,0,0,0,0
"732","NUWAMANYA PATRICK","2018-07-25 07:32:04.000",3,62,10,99,306210099,"2018-07-26 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,1,0,0,0,0,0,0,0
